epoch,train_mse,validation_mse,validation_mae,validation_p95,selection_score
46.0,0.00015512106487717986,0.001490860478952527,0.013338201679289341,0.047438218444585775,0.001490860478952527
47.0,0.00013603874933985273,0.0014867037534713745,0.013318351469933987,0.04687414728105065,0.0014867037534713745
48.0,0.00018331811522578144,0.0013937836047261953,0.013156014494597912,0.04640079438686367,0.0013937836047261953
49.0,0.0001780550240007208,0.0013679179828613997,0.013197766616940498,0.0478417232632637,0.0013679179828613997
50.0,0.00015595327849124178,0.0013231722405180335,0.013123719953000546,0.047002227604389185,0.0013231722405180335
51.0,0.0001463144529804016,0.001407297095283866,0.013378866016864777,0.047543510049581454,0.001407297095283866
52.0,0.00013963190609832634,0.0014298581518232822,0.01284890715032816,0.04492427222430705,0.0014298581518232822
53.0,0.00011790404509652448,0.0014214160619303584,0.012753729708492756,0.04422960430383679,0.0014214160619303584
54.0,0.00013572928434190214,0.0013758776476606727,0.012460969388484955,0.043797837197780604,0.0013758776476606727
55.0,0.00014422172683804422,0.0013927639229223132,0.012697736732661724,0.04474410191178319,0.0013927639229223132
56.0,0.0001407997541801623,0.0014155908720567822,0.012503784149885178,0.04371914565563196,0.0014155908720567822
57.0,0.0001169249710735378,0.0014529962791129947,0.01289669144898653,0.04458586722612375,0.0014529962791129947
58.0,0.00013166842439783397,0.0013549780705943704,0.012358724139630795,0.04395021181553599,0.0013549780705943704
59.0,0.000121074468221526,0.0014316681772470474,0.01277364045381546,0.04500963985919949,0.0014316681772470474
60.0,0.00011572981152725829,0.0013130613369867206,0.012677892111241817,0.04443265721201894,0.0013130613369867206
