epoch,train_mse,validation_mse,validation_mae,validation_p95,selection_score
1.0,0.016424771906300026,0.010093702003359795,0.05320246145129204,0.16748416870832444,0.010093702003359795
2.0,0.004954758512956852,0.005235209595412016,0.040317241102457047,0.12810072004795067,0.005235209595412016
3.0,0.0027547071380964057,0.004131775815039873,0.03517024591565132,0.10902616158127776,0.004131775815039873
4.0,0.001720620808720758,0.0031771089415997267,0.030520323663949966,0.09616289436817166,0.0031771089415997267
5.0,0.0011548153508391063,0.002657578093931079,0.026620246469974518,0.08634465709328651,0.002657578093931079
6.0,0.0008249459973409433,0.0024720963556319475,0.023867156356573105,0.07911044061183926,0.0024720963556319475
7.0,0.0007077621266944334,0.002237926935777068,0.021702032536268234,0.07400784343481058,0.002237926935777068
8.0,0.0005403349463118833,0.002233344130218029,0.020627837628126144,0.06989350132644176,0.002233344130218029
9.0,0.000518947533485268,0.0020321004558354616,0.01958778128027916,0.06747532039880744,0.0020321004558354616
10.0,0.00042632410424465144,0.001920240232720971,0.01855209656059742,0.06320088654756542,0.001920240232720971
11.0,0.0003930920449254865,0.0018784321146085858,0.018006736412644386,0.06251872181892384,0.0018784321146085858
12.0,0.00033661323223813355,0.0017935937503352761,0.017384333536028862,0.06159285604953762,0.0017935937503352761
13.0,0.0003064809464955364,0.0017670936649665236,0.01690990850329399,0.06004509218037127,0.0017670936649665236
14.0,0.000311554563020102,0.0016721480060368776,0.016999727115035057,0.06129723489284514,0.0016721480060368776
15.0,0.0003102813124397389,0.0015761000104248524,0.016271818429231644,0.05868471004068851,0.0015761000104248524
16.0,0.00029309404668641616,0.0015425053425133228,0.015603785403072834,0.05537115633487696,0.0015425053425133228
17.0,0.0003128058478151533,0.0016768929781392217,0.016034727916121483,0.05782754719257355,0.0016768929781392217
18.0,0.0002714502459804697,0.0015304831322282553,0.015232930891215801,0.05511406064033507,0.0015304831322282553
19.0,0.00023269443508152935,0.0014580738497897983,0.015085550025105476,0.053013686835765815,0.0014580738497897983
20.0,0.000247597676537804,0.0014330872800201178,0.014905424788594246,0.05290560126304626,0.0014330872800201178
21.0,0.000217080375560644,0.0014577402034774423,0.015135570429265499,0.05529714971780764,0.0014577402034774423
22.0,0.00021351422666074623,0.0014197106938809156,0.014471674337983131,0.05246192067861556,0.0014197106938809156
23.0,0.0001914823693699542,0.0014150660717859864,0.014554543420672417,0.052101236768066835,0.0014150660717859864
24.0,0.00022153614157683808,0.0014209480723366141,0.015011090785264969,0.05360234491527077,0.0014209480723366141
25.0,0.00021056720486905596,0.0013956871116533875,0.014342381618916988,0.051420644670724845,0.0013956871116533875
26.0,0.00023624507031689228,0.0014229834778234363,0.014501814730465412,0.05176438987255086,0.0014229834778234363
27.0,0.00020301935464059088,0.0013822572072967887,0.013925263658165932,0.05055523216724389,0.0013822572072967887
28.0,0.00018620441749755463,0.0013283943990245461,0.013609522953629494,0.04841770306229588,0.0013283943990245461
29.0,0.0001967184748950372,0.0013296955730766058,0.013539143837988377,0.049795195832848534,0.0013296955730766058
30.0,0.00016917822524026798,0.0013420701725408435,0.013669232837855816,0.04982616938650606,0.0013420701725408435
31.0,0.00018761373179255645,0.0013593336334452033,0.013436302542686462,0.048500958643853564,0.0013593336334452033
32.0,0.00019107045310110234,0.001438746228814125,0.014116707257926464,0.05038649812340727,0.001438746228814125
33.0,0.00017037594410463828,0.0013366612838581204,0.013658784329891205,0.048370080441236474,0.0013366612838581204
34.0,0.00016458399245907046,0.0013324908213689923,0.013375134207308292,0.04911732748150825,0.0013324908213689923
35.0,0.00015114024360875854,0.0013408701634034514,0.013463247567415237,0.048868875205516776,0.0013408701634034514
36.0,0.0001746987572087991,0.0013129921862855554,0.013359807431697845,0.047947792708873574,0.0013129921862855554
37.0,0.0001732279703322671,0.0014108638279139996,0.013384753838181496,0.046691869944334025,0.0014108638279139996
38.0,0.00016625177787235853,0.0013633796479552984,0.013237832114100456,0.04699428603053093,0.0013633796479552984
39.0,0.00017357401785292578,0.0013785641640424728,0.013812738470733166,0.050782674923539155,0.0013785641640424728
40.0,0.00018265163850049828,0.0013953906018286943,0.01307747047394514,0.046457268297672244,0.0013953906018286943
41.0,0.00016491586872937412,0.0013804532354697585,0.013251600787043571,0.046815291419625246,0.0013804532354697585
42.0,0.00015554840386109638,0.0013568657450377941,0.012882394716143608,0.045702142268419246,0.0013568657450377941
43.0,0.00014108936160151973,0.0013165755663067102,0.012907748110592365,0.047394687123596665,0.0013165755663067102
44.0,0.000143614825653706,0.0013530994765460491,0.012779460288584232,0.04528761208057394,0.0013530994765460491
45.0,0.00014562548709694636,0.0012995171127840877,0.012578444555401802,0.04566180668771253,0.0012995171127840877
46.0,0.0001343153020240028,0.0013259920524433255,0.01267689187079668,0.04496561586856841,0.0013259920524433255
47.0,0.00015274483418827666,0.0014134328812360764,0.012654891237616539,0.044776402786373994,0.0014134328812360764
48.0,0.00013900967414056967,0.0012938197469338775,0.012844206765294075,0.04624512940645217,0.0012938197469338775
49.0,0.00011475362060247625,0.0013398447772487998,0.012446882203221321,0.04396128505468367,0.0013398447772487998
50.0,0.000150687325665124,0.0013666321756318212,0.01240416057407856,0.04448956251144405,0.0013666321756318212
51.0,0.0001426783847736343,0.0013783458853140473,0.012559346854686737,0.043529670685529695,0.0013783458853140473
52.0,0.0001234337169907204,0.0014231648528948426,0.013327132910490036,0.045564459450542924,0.0014231648528948426
53.0,0.00014879506158070978,0.0014622051967307925,0.013313425704836845,0.04817655235528944,0.0014622051967307925
54.0,0.00016113710378042677,0.0015166838420554996,0.01312667690217495,0.044140545465052056,0.0015166838420554996
55.0,0.00017978502678901847,0.0014791956637054682,0.012823276221752167,0.043884174525737764,0.0014791956637054682
56.0,0.00014547650491956367,0.0013679006369784474,0.012473076581954956,0.043719500303268405,0.0013679006369784474
57.0,0.00012630899354090533,0.00145527848508209,0.012462216429412365,0.04309176057577132,0.00145527848508209
58.0,0.00012187705330936957,0.0013620017562061548,0.012351708486676216,0.044460566341876895,0.0013620017562061548
59.0,0.0001289120684139727,0.0015091511886566877,0.013016926124691963,0.046070552244782424,0.0015091511886566877
60.0,0.00013269081037750848,0.0013777592685073614,0.012162205763161182,0.04300472158938646,0.0013777592685073614
