mode,n_runs,episodes_mean,episodes_std,frames_mean,frames_std,avg_agent_reward_mean,avg_agent_reward_std,avg_true_objective_mean,avg_true_objective_std,avg_efficiency_weight_mean,avg_efficiency_weight_std,min_pair_dist_mean_mean,min_pair_dist_mean_std,min_pair_dist_min_mean,min_pair_dist_min_std,episode_min_pair_dist_mean_mean,episode_min_pair_dist_mean_std,mean_goal_dist_mean_mean,mean_goal_dist_mean_std,final_goal_dist_mean_mean,final_goal_dist_mean_std,risk_rate_dist_lt_0_65_mean,risk_rate_dist_lt_0_65_std,risk_rate_dist_lt_1_0_mean,risk_rate_dist_lt_1_0_std,collision_frame_rate_mean,collision_frame_rate_std,action_l2_mean_mean,action_l2_mean_std,action_abs_mean_mean,action_abs_mean_std,agent_success_rate_mean,agent_success_rate_std,agent_deadlock_rate_mean,agent_deadlock_rate_std,agent_col_rate_mean,agent_col_rate_std,agent_neighbor_col_rate_mean,agent_neighbor_col_rate_std,num_collisions_mean_mean,num_collisions_mean_std,num_collisions_after_settle_mean_mean,num_collisions_after_settle_mean_std,num_room_collisions_mean_mean,num_room_collisions_mean_std
sa_rb_gca_expert_pool_learned_graph_gate_shielded_rb_gca_v4_success_pareto_full_ff1.0_fc0.25_ft0.5_fo0.2_fmax0.25,4,200.0,0.0,20200.0,0.0,-0.677382773813262,0.024083632131478048,-0.677382773813262,0.024083632131478048,0.26697201762615824,0.002446185258611946,1.251073465880403,0.040267767847078154,0.06221305299550295,0.011886061885088822,0.7883525032643228,0.054617338193248606,1.8341670561146617,0.079106320225827,2.3506973542273046,0.32826980858630195,0.12866336633663367,0.013149754901960558,0.3512623762376238,0.014522567838928387,0.00018564356435643565,8.454579839900659e-05,1.872258968697031,0.038844402010569705,0.9146852217142535,0.025643871127489132,0.0646875,0.02450286972989083,0.9353125,0.024502869729890814,0.0,0.0,0.0,0.0,0.01875,0.008539125638299665,0.0,0.0,0.0,0.0
