mode,n_runs,episodes_mean,episodes_std,frames_mean,frames_std,avg_agent_reward_mean,avg_agent_reward_std,avg_true_objective_mean,avg_true_objective_std,avg_efficiency_weight_mean,avg_efficiency_weight_std,min_pair_dist_mean_mean,min_pair_dist_mean_std,min_pair_dist_min_mean,min_pair_dist_min_std,episode_min_pair_dist_mean_mean,episode_min_pair_dist_mean_std,mean_goal_dist_mean_mean,mean_goal_dist_mean_std,final_goal_dist_mean_mean,final_goal_dist_mean_std,risk_rate_dist_lt_0_65_mean,risk_rate_dist_lt_0_65_std,risk_rate_dist_lt_1_0_mean,risk_rate_dist_lt_1_0_std,collision_frame_rate_mean,collision_frame_rate_std,action_l2_mean_mean,action_l2_mean_std,action_abs_mean_mean,action_abs_mean_std,agent_success_rate_mean,agent_success_rate_std,agent_deadlock_rate_mean,agent_deadlock_rate_std,agent_col_rate_mean,agent_col_rate_std,agent_neighbor_col_rate_mean,agent_neighbor_col_rate_std,num_collisions_mean_mean,num_collisions_mean_std,num_collisions_after_settle_mean_mean,num_collisions_after_settle_mean_std,num_room_collisions_mean_mean,num_room_collisions_mean_std
sa_rb_gca_expert_pool_learned_graph_gate_shielded_rb_gca_v4_success_pareto_full_ff1.0_fc0.25_ft0.5_fo0.2_fmax0.25,4,200.0,0.0,20200.0,0.0,-2.157250446884833,0.14429043653396156,-2.157250446884833,0.14429043653396156,0.26223815798289185,0.006695329162710995,1.2471976196753913,0.038285505151027334,0.1873910315334797,0.05485791486711672,0.944017202090472,0.034253732606414254,3.7331102732900936,0.08672210556549018,4.108352687358856,0.07086896082894348,0.01910891089108911,0.007032956064101012,0.24408415841584158,0.024032584297073598,0.0,0.0,1.910439116891363,0.015381541472230661,0.9394577817486065,0.0106755879817768,0.060156249999999994,0.01323244709983758,0.9398437500000001,0.013232447099837575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
