epoch,train_mse,validation_mse,validation_mae,validation_p95,selection_score
22.0,0.0002156179530588402,0.0016383158508688211,0.015069128945469856,0.05363802034407851,0.0016383158508688211
23.0,0.00020065474282918413,0.0017824360402300954,0.015578591264784336,0.056291127204894924,0.0017824360402300954
24.0,0.00021285990673773497,0.0016633212799206376,0.014999297447502613,0.053750270232558225,0.0016633212799206376
25.0,0.00020349508155380715,0.0015593685675412416,0.015357366763055325,0.05414007101207964,0.0015593685675412416
26.0,0.0002120334006163334,0.0015453713713213801,0.014570709317922592,0.05285651832818984,0.0015453713713213801
27.0,0.00018653527050363746,0.0015919688157737255,0.014486616477370262,0.05173148699104772,0.0015919688157737255
28.0,0.0001911151124328502,0.001578345661982894,0.014270579442381859,0.051427386328578,0.001578345661982894
29.0,0.00018422747366871178,0.0015444456366822124,0.014219752512872219,0.05208893977105593,0.0015444456366822124
30.0,0.00021582723109697162,0.0014851570595055819,0.014293411746621132,0.0501309590414163,0.0014851570595055819
31.0,0.00016264195867486043,0.0015541414031758904,0.013974732719361782,0.049416642263531554,0.0015541414031758904
32.0,0.00017608432013234548,0.0015486599877476692,0.01447446458041668,0.05178602933883664,0.0015486599877476692
33.0,0.00014873721143389545,0.0015733347972854972,0.013944334350526333,0.04955073222517965,0.0015733347972854972
34.0,0.00016397265128696083,0.001522590173408389,0.01392734982073307,0.049270563945174164,0.001522590173408389
35.0,0.0001676304301244355,0.001508109038695693,0.013876681216061115,0.05036346614360803,0.001508109038695693
36.0,0.0001472650075646181,0.0015218997141346335,0.01378246583044529,0.04934516008943316,0.0015218997141346335
37.0,0.00016970976833942007,0.0014947960153222084,0.013689817860722542,0.0483582580462098,0.0014947960153222084
38.0,0.00023120282772155903,0.0015236169565469027,0.01390194334089756,0.04768577180802822,0.0015236169565469027
39.0,0.00018498397747118196,0.0014973531942814589,0.013607234694063663,0.04854646399617194,0.0014973531942814589
40.0,0.00016021898591134232,0.0014863006072118878,0.013560918159782887,0.04989187121391292,0.0014863006072118878
41.0,0.000145887111516045,0.0015011460054665804,0.013405734673142433,0.046779556199908236,0.0015011460054665804
42.0,0.00014945386051708326,0.0015430741477757692,0.013603621162474155,0.0482951611280441,0.0015430741477757692
43.0,0.00016730502879495774,0.0014527072198688984,0.01304157916456461,0.04577939044684169,0.0014527072198688984
44.0,0.0001263061860134423,0.001494492869824171,0.013232311233878136,0.046320979297160975,0.001494492869824171
45.0,0.000135447025141647,0.0014648300129920244,0.013345030136406422,0.04715156480669974,0.0014648300129920244
46.0,0.00013101730407718358,0.0014843936078250408,0.01324557326734066,0.046799018979072474,0.0014843936078250408
47.0,0.0001243908454026413,0.0015167485689744353,0.013064357452094555,0.04553267881274222,0.0015167485689744353
48.0,0.00012646110123817132,0.0014792917063459754,0.012953823432326317,0.04593450427055356,0.0014792917063459754
49.0,0.00013992964357550426,0.0014465401181951165,0.012965051457285881,0.0460132325068116,0.0014465401181951165
50.0,0.00014791465566139033,0.0015197235625237226,0.013069773092865944,0.046950905583798844,0.0015197235625237226
51.0,0.00014361877418361308,0.0015352729242295027,0.01318263728171587,0.047040843963622965,0.0015352729242295027
52.0,0.00012975975914741866,0.001477045938372612,0.013342996127903461,0.046226992458105076,0.001477045938372612
53.0,0.00014287088098089126,0.0014636523555964231,0.013089891523122787,0.04501838907599433,0.0014636523555964231
54.0,0.0001257104904652806,0.0014870853628963232,0.012864134274423122,0.04488855618983506,0.0014870853628963232
55.0,0.00013970399810535707,0.00142952601891011,0.012822632677853107,0.04494362175464627,0.00142952601891011
56.0,0.00014129552685269366,0.0015845982125028968,0.013150684535503387,0.04523382484912871,0.0015845982125028968
57.0,0.0001393540020547913,0.001517987227998674,0.01292373426258564,0.046228659152984616,0.001517987227998674
58.0,0.0001314357190990863,0.0014534944202750921,0.0127088138833642,0.044082030840218056,0.0014534944202750921
59.0,0.00011565728378958407,0.0015461876755580306,0.012755822390317917,0.043348237127065654,0.0015461876755580306
60.0,0.00011935741614169356,0.00148502376396209,0.012474379502236843,0.0424382055178284,0.00148502376396209
